,sentimen,tweet,tweet_length,clean_tweet,polarity_score,polarity,clean_tweet_sentence
1389,negatif,"Pak Sandi, mohon dicatat Pak... keluhan saya Ponidibiar beso2 bapak bisa sampaikan di pidato atau mana2.. saya mengeluh di rejim ini Harga @ROLEX kok naik naik terus, dan persediannya utk type2 tertentu kok kosong trus pak.. dengarkan keluhan Pak Ponidi dan temen2 seIndonesia",43,"['sandi', 'mohon', 'catat', 'keluh', 'ponidibiar', 'beso', 'pidato', 'keluh', 'rejim', 'harga', 'rolex', 'sedia', 'type', 'kosong', 'dengar', 'keluh', 'ponidi', 'teman', 'indonesia']",4,positif,sandi mohon catat keluh ponidibiar beso pidato keluh rejim harga rolex sedia type kosong dengar keluh ponidi teman indonesia
1390,netral,"Ternyata Ini Kelemahan Prabowo dan Sandi, Tak Disangka - Warta Ekonomi  https://www.wartaekonomi.co.id/read223663/ternyata-ini-kelemahan-prabowo-dan-sandi-tak-disangka.htmlÂ â€¦",13,"['sangka', 'warta', 'ekonomi', '']",-9,negatif,sangka warta ekonomi 
1391,negatif,@Ferdinand_Haean kami iba SBY tidak di hargai oleh prabowo..kami rakyat saja begitu menghargai beliau krn telah memimpin bangsa ini selama 10 tahun tentunya banyak hal yg sdh di lakukan terhadap bangsa ini..tak akan ada anak buah yg tidak marah jika bosny,41,"['ferdinandhaean', 'iba', 'surabaya', 'tidak', 'harga', 'prabowo', 'rakyat', 'harga', 'beliau', 'pimpin', 'bangsa', 'laku', 'bangsa', 'tidak', 'anak', 'buah', 'tidak', 'marah', 'bosny']",-33,negatif,ferdinandhaean iba surabaya tidak harga prabowo rakyat harga beliau pimpin bangsa laku bangsa tidak anak buah tidak marah bosny
1392,netral,Pengusaha Puji Kinerja Ekonomi di Era Jokowi #01IndonesiaMaju #KerjaNyataJokowi https://economy.okezone.com/read/2019/04/11/320/2042231/pengusaha-puji-kinerja-ekonomi-di-era-jokowiÂ â€¦,10,"['usaha', 'puji', 'kerja', 'ekonomi', 'era', 'jokowi', '']",5,positif,usaha puji kerja ekonomi era jokowi 
1393,netral,"Wowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yang benar akibat ulah Presiden2 sebelum Pak @jokowi.  https://bit.ly/2PbAB5SÂ  #PrabowoSalahkanSBY",22,"['jalur', 'akibat', 'ulah', 'presiden', 'jokowi']",-16,negatif,jalur akibat ulah presiden jokowi
1394,negatif,Gaji kecil gadiambil tp tunjangan milyaran/bln diambil kan MUNAFIK Jd Pres bisa KKN Monopoli Markup u lunasin utng Petusahaan Wo rugi 14T uno saratoga rugi 6T Urus Perusahaan sj rugi ntar urus Neg Punah #02menangRadikalOrbaAsengBerkuasa #WoWinPANCASiLAvsKilafahWAR #WoWinIndPunah pic.twitter.com/S0mpVULJDE,38,"['gaji', 'gadiambil', 'tunjang', 'milyaranbln', 'ambil', 'munafik', 'pres', 'kn', 'monopoli', 'markup', 'lunasin', 'utng', 'petusahan', 'wo', 'rugi', 't', 'uno', 'saratoga', 'rugi', 't', 'urus', 'usah', 'rugi', 'urus', 'neg', 'punah']",-46,negatif,gaji gadiambil tunjang milyaranbln ambil munafik pres kn monopoli markup lunasin utng petusahan wo rugi t uno saratoga rugi t urus usah rugi urus neg punah
1395,positif,Sudah terbukti di wagub DKI gaji gak diambil..... Emang debat jualan bakso anaknya diangkat...... Saham games juga diangkat. Emang rakyat kenyang main games.... Kocak betul kelas presiden,27,"['bukti', 'wagub', 'dki', 'gaji', 'ambil', 'memang', 'debat', 'jual', 'bakso', 'anak', 'angkat', 'saham', 'games', 'angkat', 'memang', 'rakyat', 'kenyang', 'main', 'games', 'kocak', 'kelas', 'presiden']",-5,negatif,bukti wagub dki gaji ambil memang debat jual bakso anak angkat saham games angkat memang rakyat kenyang main games kocak kelas presiden
1396,negatif,"Jdi bung @RachlanNashidik , ekonomi indonesia hancur itu ulah SBY ya, bkn Jokowi. SBY dua periode tdk mampu mmbuat rakyat sejahtera.. Ekonomi bobrok...itu kata pk Prabowo yg dismpaiknnya penuh semgat. #jgnpilihdemokrat",31,"['rachlanashidik', 'ekonomi', 'indonesia', 'hancur', 'ulah', 'surabaya', 'iya', 'jokowi', 'surabaya', 'periode', 'tidak', 'mbuat', 'rakyat', 'sejahtera', 'ekonomi', 'bobrok', 'jahat kelamin', 'prabowo', 'dismpaiknya', 'penuh', 'semgat']",-21,negatif,rachlanashidik ekonomi indonesia hancur ulah surabaya iya jokowi surabaya periode tidak mbuat rakyat sejahtera ekonomi bobrok jahat kelamin prabowo dismpaiknya penuh semgat
1397,netral,"Ketua TKN @jokowi @KHMarufAmin_ Erick Thohir, menyayangkan pernyataan calon oposisi Om Wowo yang menyalahkan para presiden sebelum Jokowi soal perekonomian negara.  Wah kacau #PrabowoSalahkanSBY @bocahsosmed @sukangetweet @saaebunglon",28,"['ketua', 'tkn', 'jokowi', 'khmarufamin', 'erick', 'thohir', 'sayang', 'pernyatan', 'calon', 'oposisi', 'om', 'wowo', 'salah', 'presiden', 'jokowi', 'ekonomi', 'negara', 'kacau', 'bocahsosmed', 'sukangetwet', 'saebunglon']",-14,negatif,ketua tkn jokowi khmarufamin erick thohir sayang pernyatan calon oposisi om wowo salah presiden jokowi ekonomi negara kacau bocahsosmed sukangetwet saebunglon
1398,positif,Gaji prabowo dan sandi akan disumbangkan... Inilah pemimpin  #2019GantiPresiden,10,"['gaji', 'prabowo', 'sandi', 'sumbang', 'pimpin']",-8,negatif,gaji prabowo sandi sumbang pimpin
1399,negatif,Ketika petinggi partai demokrat menerima kenyataan hinaan prabowo terhadap SBY itu pertanda SBY sdh tidak di hargai oleh kadernya dan marwah Partai Demokrat jatuh tersungkur dan mencederai perjuangan demokrat  https://twitter.com/SalmaBrecht/status/1117124674020753408Â â€¦,31,"['tingi', 'partai', 'demokrat', 'terima', 'kenyat', 'hinan', 'prabowo', 'surabaya', 'tanda', 'surabaya', 'tidak', 'harga', 'kader', 'marwah', 'partai', 'demokrat', 'jatuh', 'sungkur', 'cedera', 'juang', 'demokrat', '']",-15,negatif,tingi partai demokrat terima kenyat hinan prabowo surabaya tanda surabaya tidak harga kader marwah partai demokrat jatuh sungkur cedera juang demokrat 
1400,netral,"Jokowi-Prabowo Takut Blunder, Masalah Ekonomi Tak Terkupas #DebatPilpres2019 #DebatTerakhirPilpres2019 http://cnn.id/386178?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmedÂ â€¦",10,"['kupas', '']",0,netral,kupas 
1401,positif,Sy paham maksuf pak @prabowo  Dia tdk bermaksud untuk serang pak @SBYudhoyono  Dia hny menyampaikan bhw strategi ekonominya hrs dirubah dr sistem lama . Masa sby pertumbuhan bagus itu lbh diaebabkan sby py posisi kuat secara politik sehingga keepmimpinannya masih efektif n stabil,45,"['paham', 'maksuf', 'prabowo', 'serang', 'sbyudhoyono', 'bahwa', 'strategi', 'ekonomi', 'rubah', 'sistem', 'surabaya', 'tumbuh', 'bagus', 'lebih', 'diaebabkan', 'surabaya', 'posisi', 'kuat', 'politik', 'sehinga', 'kepmimpinanya', 'efektif', 'stabil']",-10,negatif,paham maksuf prabowo serang sbyudhoyono bahwa strategi ekonomi rubah sistem surabaya tumbuh bagus lebih diaebabkan surabaya posisi kuat politik sehinga kepmimpinanya efektif stabil
1402,netral,"Kalau Terpilih, Prabowo-Sandi Tidak akan Pernah Ambil Gaji  https://www.idntimes.com/news/indonesia/santi-dewi/kalau-terpilih-presiden-prabowo-sandiaga-tidak-ambil-gajiÂ â€¦ via @idntimes",12,"['ambil', 'gaji', '', 'via', 'idntimes']",-10,negatif,ambil gaji  via idntimes
1403,positif,Apa bisa dengar lae poltak kan kupingnya sudah di potong. Uups janji palsu   Debat semalam membuktikan yang cerdas dan ikhlas untuk negara ini siapa.   Prabowo Sandi kalau terpilih gajinya buat Rakyat.,35,"['dengar', 'lae', 'poltak', 'kuping', 'potong', 'ups', 'janji', 'palsu', 'debat', 'malam', 'bukti', 'cerdas', 'ikhlas', 'negara', 'prabowo', 'sandi', 'pilih', 'gaji', 'rakyat']",2,positif,dengar lae poltak kuping potong ups janji palsu debat malam bukti cerdas ikhlas negara prabowo sandi pilih gaji rakyat
1404,negatif,"Kenaikan gaji kalian dirapel besok, cuma naik 5% itupun hanya sekali selama 4,5 tahun Rezim Dungu berkuasa, sementara akumulasi inflasi selama 4,5 tahun itu 13 %, jadi kenaikan gaji kalian masih tekor 13%-4,5%=8,5%... demikian info dari Jeng Sri ðŸ˜‚",39,"['naik', 'gaji', 'rapel', 'besok', 'itu', 'rezim', 'dungu', 'kuasa', 'akumulasi', 'inflasi', 'naik', 'gaji', 'rugi', 'informasi', 'jeng', 'sri', 'sedih']",-28,negatif,naik gaji rapel besok itu rezim dungu kuasa akumulasi inflasi naik gaji rugi informasi jeng sri sedih
1405,positif,Ahaha dikuliahin pakde ekonomi makro....,5,"['haha', 'dikuliahin', 'pakde', 'ekonomi', 'makro']",0,netral,haha dikuliahin pakde ekonomi makro
1406,positif,Sdh seharusnya.. Kok malah duluan aku ya memutuskan memilih jokowi dgn seorang yg tahu banyak tentang ekonomi  Indonesia??,19,"['duluan', 'iya', 'putus', 'pilih', 'jokowi', 'ekonomi', 'indonesia']",-13,negatif,duluan iya putus pilih jokowi ekonomi indonesia
1407,negatif,Im just gonna express my confussion. Sige. Why is jokowi kekeuh that Prabowo and Sandi gak ngerti macro micro economy when Sandi udh berkecimpung di dunia ekonomi all his life? *masih bingung banget*,33,"['im', 'just', 'gon', 'nya', 'expres', 'my', 'confusion', 'sige', 'why', 'is', 'jokowi', 'keras kepala', 'that', 'prabowo', 'and', 'sandi', 'tidak', 'erti', 'macro', 'micro', 'economy', 'when', 'sandi', 'kecimpung', 'dunia', 'ekonomi', 'al', 'his', 'life', 'bingung', 'sekali']",-27,negatif,im just gon nya expres my confusion sige why is jokowi keras kepala that prabowo and sandi tidak erti macro micro economy when sandi kecimpung dunia ekonomi al his life bingung sekali
1408,netral,"Bila Menang Pilpres, Prabowo-Sandi Janji Tidak Ambil Gaji  https://www.balinetizen.com/2019/04/14/3426/Â â€¦ via @Bali Netizen",13,"['ambil', 'gaji', '', 'via', 'bal', 'netizen']",-10,negatif,ambil gaji  via bal netizen
1409,netral,VIDEO: Jokowi Sebut Nilai Ekonomi Gamers Capai Belasan Triliun #01IndonesiaMaju #KerjaNyataJokowi https://m.liputan6.com/news/read/3941193/video-jokowi-sebut-nilai-ekonomi-gamers-capai-belasan-triliunÂ â€¦,12,"['video', 'jokowi', 'nilai', 'ekonomi', 'gamers', 'capai', 'bas', 'triliun', '']",4,positif,video jokowi nilai ekonomi gamers capai bas triliun 
1410,netral,"Bila Menang Pilpres, Prabowo-Sandi Janji Tidak Ambil Gaji:  http://metrobali.com/325164-2/Â  via @metrobali",12,"['ambil', 'gaji', 'via', 'metrobali']",-10,negatif,ambil gaji via metrobali
1411,netral,"BUMN kuat sebagai benteng ekonomi , tusuk prabowo sandi",9,"['bumn', 'kuat', 'benteng', 'ekonomi', 'tusuk', 'prabowo', 'sandi']",-12,negatif,bumn kuat benteng ekonomi tusuk prabowo sandi
1412,netral,"Hal yg sama digunakan senjata pendukung Paslon 02 menyerang Nawacita Presiden Jokowi. Framing beliau ingkar janji, mengabaikan obyektivitas beratnya tekanan ekonomi dunia yg tdk kondusif.",25,['kondusif'],0,netral,kondusif
1413,negatif,"Aneh sekelas fadlin zon kaya Emak "" yg ga  ada gawean ..Mulut nya leeemeess.. Mendukung pilihan boleh aza tapi gak segitunya juga kali jadi apa"" di comen, wakil rakyat nya aja gak bisa mencontohkan kepada rakyat untuk bisa menghargai pemimpin negara nya... ðŸ˜",44,"['aneh', 'kelas', 'fadlin', 'zon', 'kayak', 'emak', 'tidak', 'gawean', 'mulut', 'nya', 'lemes', 'dukung', 'pilih', 'tidak', 'begitu', 'kali', 'komen', 'wakil', 'rakyat', 'nya', 'tidak', 'contoh', 'rakyat', 'harga', 'pimpin', 'negara', 'nya', 'marah', '']",-39,negatif,aneh kelas fadlin zon kayak emak tidak gawean mulut nya lemes dukung pilih tidak begitu kali komen wakil rakyat nya tidak contoh rakyat harga pimpin negara nya marah 
1414,netral,"Pak @prabowo @sandiuno, boleh ya pak, nanti sebagian gaji bapak didonasikan ke saya buat nerusin sekolah lagiðŸ˜„",17,"['prabowo', 'sandiuno', 'iya', 'gaji', 'donasi', 'terus', 'sekolah', 'senyum']",6,positif,prabowo sandiuno iya gaji donasi terus sekolah senyum
1415,netral,"Yang jadi pokok penting dari pertanyaan pak jokowi itu industri ekonomi digital, e-sport seperti mobile legend hanya contoh dalam industri ekonomi digital.",22,"['pokok', 'pertanyan', 'jokowi', 'industri', 'ekonomi', 'digital', 'esport', 'mobile', 'legend', 'contoh', 'industri', 'ekonomi', 'digital']",-3,negatif,pokok pertanyan jokowi industri ekonomi digital esport mobile legend contoh industri ekonomi digital
1416,positif,"Kreatip nian petani kita.  Buat Bpk @Prabowo @Sandi jangan cuma turunkan harga sembako, Tapi tingkatkan pendapatan petani sbg produsen. Saya yakin Bpk punya rumusnya. Kami petani siap memdukung swasembada pangan.",31,"['kreatip', 'nian', 'tani', 'prabowo', 'sandi', 'turun', 'harga', 'sembilan bahan pokok', 'tingkat', 'dapat', 'tani', 'bagai', 'produsen', 'rumus', 'tani', 'memdukung', 'swasembada', 'pangan']",9,positif,kreatip nian tani prabowo sandi turun harga sembilan bahan pokok tingkat dapat tani bagai produsen rumus tani memdukung swasembada pangan
1417,netral,Pernyataan capres @prabowo bhwa kesalahan ekonomi di Indonesia saat ini terjadi bukan semata karena kesalahan calon presiden petahana Jokowi tp kesalahan Presiden2 sebelumnya membuat banyak orang terkejut krn seolah2 #PrabowoSalahkanSBY juga ðŸ¤”ðŸ™„ pic.twitter.com/Y3pxbOeglp,33,"['pernyatan', 'capres', 'prabowo', 'salah', 'ekonomi', 'indonesia', 'sat', 'salah', 'calon', 'presiden', 'tahana', 'jokowi', 'salah', 'presiden', 'orang', 'kejut', '', '', '', '']",-21,negatif,pernyatan capres prabowo salah ekonomi indonesia sat salah calon presiden tahana jokowi salah presiden orang kejut    
1418,negatif,"Wah bisa dimasalahin sama kampret neh, tp nggak tau juga neh wkwkwkwk  Prabowo Ingin Pertumbuhan Ekonomi 2 Digit, Fadli Zon: Itu Sulit, tapi..  https://bisnis.tempo.co/read/1195473/prabowo-ingin-pertumbuhan-ekonomi-2-digit-fadli-zon-itu-sulit-tapi?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦",26,"['dimasalahin', 'sial', 'nih', 'tidak', 'nih', 'wkwkwkwk', 'prabowo', 'tumbuh', 'ekonomi', 'digit', 'fadli', 'zon', 'sulit', '']",-15,negatif,dimasalahin sial nih tidak nih wkwkwkwk prabowo tumbuh ekonomi digit fadli zon sulit 
1419,netral,"Setelah Prabowo terpilih menjadi Presiden, lakukan audit menyeluruh kepada @twitterID atas seluruh kewajibannya kepada Indonesia, termasuk seluruh kewajiban Perpajakannya.",19,"['prabowo', 'pilih', 'presiden', 'laku', 'audit', 'twiterid', 'kewajibanya', 'indonesia', 'wajib', 'perpajakanya']",-3,negatif,prabowo pilih presiden laku audit twiterid kewajibanya indonesia wajib perpajakanya
1420,negatif,"Semalam tiap jae omong ttg ekonomi prabowo sandi cuma senyum simpul,itu tandanya apa om.",14,"['malam', 'jae', 'omong', 'ekonomi', 'prabowo', 'sandi', 'senyum', 'simpulitu', 'tanda', 'om']",-14,negatif,malam jae omong ekonomi prabowo sandi senyum simpulitu tanda om
1421,positif,Pertama dlm sejarah Indonesia presiden dan wakil presiden tidak ambil gaji malah diserahkan pd negara. Dan mungkin ini yg pertama di dunia yg keduanya tidak ambil gaji Barokallah @prabowo dan @sandiuno semoga amanah demi masa depan negara #2019PrabowoPresidenRI https://twitter.com/IsmanTengku/status/1117200671940288513Â â€¦,39,"['sejarah', 'indonesia', 'presiden', 'wakil', 'presiden', 'ambil', 'gaji', 'serah', 'negara', 'dunia', 'ambil', 'gaji', 'barokalah', 'prabowo', 'sandiuno', 'moga', 'amanah', 'negara', '']",-9,negatif,sejarah indonesia presiden wakil presiden ambil gaji serah negara dunia ambil gaji barokalah prabowo sandiuno moga amanah negara 
1422,positif,"@sandiuno @prabowo Yth. Pak Prabowo dan pak Sandy, hari hati kami ketika bapak berkomitmen tidak mengambil gaji jika terpilih nanti. Semoga Allah menjadikan Bapak Berdua pemimpin umat, pemimpin bangsa yg amanah, amiin",32,"['sandiuno', 'prabowo', 'yth', 'prabowo', 'sandy', 'hati', 'komitmen', 'ambil', 'gaji', 'pilih', 'moga', 'alah', 'jadi', 'dua', 'pimpin', 'umat', 'pimpin', 'bangsa', 'amanah', 'amin']",-17,negatif,sandiuno prabowo yth prabowo sandy hati komitmen ambil gaji pilih moga alah jadi dua pimpin umat pimpin bangsa amanah amin
1423,positif,"Kalau niatan mau memajukan pengembang lokal, itu bagus, Danai riset dan pengembangan Game mereka, bisa mulai dr game2 android, itu baru bisa mengembangkan ekonomi ( seperti Digital Happynes dgn dreadout ) atau Touchten dengan game2 androidnya, dan game2 mereka bkan game2 E Sport",43,"['niat', 'maju', 'kembang', 'lokal', 'bagus', 'dana', 'riset', 'kembang', 'game', 'game', 'android', 'kembang', 'ekonomi', 'digital', 'hapynes', 'dreadout', 'touchten', 'game', 'androidnya', 'game', 'bukan', 'game', 'e', 'sport']",37,positif,niat maju kembang lokal bagus dana riset kembang game game android kembang ekonomi digital hapynes dreadout touchten game androidnya game bukan game e sport
1424,positif,"Allah SWT sdh begitu baik kpd prabowo sandi. Msyarakat indonesia telah memberi ruang seluas luasna Kami brkomitmen brdua utk kami tdk akan mengambil gaji serupiah pun jika kami mendptkan amanah ini. Kami akan mberikannya kpd negara, kaum yatim & kaum duafa. #TPSTusukPrabowoSandi",42,"['alah', 'swt', 'prabowo', 'sandi', 'msyarakat', 'indonesia', 'ruang', 'luas', 'luasna', 'brkomitmen', 'dua', 'ambil', 'gaji', 'rupiah', 'mendptkan', 'amanah', 'mberikanya', 'negara', 'kaum', 'yatim', 'kaum', 'duafa']",-13,negatif,alah swt prabowo sandi msyarakat indonesia ruang luas luasna brkomitmen dua ambil gaji rupiah mendptkan amanah mberikanya negara kaum yatim kaum duafa
1425,negatif,Jokowi nanya ekonomi digital ga penting? Wadooowwwwww,7,"['jokowi', 'ekonomi', 'digital', 'tidak', 'wadow']",-5,negatif,jokowi ekonomi digital tidak wadow
1426,negatif,Pakta integritas wo Pulangkan Nb Brizik jd Menag Kilafah Bebaskan ulama kriminal #PrabowoketurunanKafirCinaMonster  Hpl psl 33 tp #WoUnoOrbaKuasaiLahanLuasSimpanDiPanamaSerakahGaNasionalis  Gaji gadiambil tp tunjangan Milyaran/bln diambil MUNAFIK #02menangRadikalOrbaAsengBerkuasa pic.twitter.com/8zd2lyAQIV,29,"['pakta', 'integritas', 'wo', 'pulang', 'nb', 'brizik', 'menag', 'kilafah', 'bebas', 'ulama', 'kriminal', 'hpl', 'psl', 'gaji', 'gadiambil', 'tunjang', 'milyaranbln', 'ambil', 'munafik']",-6,negatif,pakta integritas wo pulang nb brizik menag kilafah bebas ulama kriminal hpl psl gaji gadiambil tunjang milyaranbln ambil munafik
1427,negatif,Berbanding terbalik sama faktanya bahwa Wowo sama Sandi menerima sumbangan dari rakyat untuk kampanye... Apa ga malu dengan komment mereka yg ga mau menerima gaji tapi untuk kampanye aja mereka mengharapkan sumbangan dari rakyat??,34,"['banding', 'balik', 'fakta', 'wowo', 'sandi', 'terima', 'sumbang', 'rakyat', 'kampanye', 'tidak', 'malu', 'koment', 'tidak', 'terima', 'gaji', 'kampanye', 'harap', 'sumbang', 'rakyat']",-30,negatif,banding balik fakta wowo sandi terima sumbang rakyat kampanye tidak malu koment tidak terima gaji kampanye harap sumbang rakyat
1428,positif,"Mereka cm minta kejelasan gaji mreka 4thn trkhr ke prabowo,karna sebagai pemilik perusahaan skrng,klo perusahaan trsbt dimiliki asingg dah dipecat smua tu buruh diganti TKA,lebih parah lagi nantinyaa,makanyaa prabowo nyelametin perusahaan trsbt demii indonesiaaaa",34,"['jelas', 'gaji', 'mereka', 'akhir', 'prabowokarna', 'milik', 'usah', 'skrngklo', 'usah', 'trsbt', 'milik', 'asing', 'deh', 'pecat', 'semua', 'itu', 'buruh', 'ganti', 'tkalebih', 'parah', 'nantinyamakanya', 'prabowo', 'nyelametin', 'usah', 'trsbt', 'indonesia']",-64,negatif,jelas gaji mereka akhir prabowokarna milik usah skrngklo usah trsbt milik asing deh pecat semua itu buruh ganti tkalebih parah nantinyamakanya prabowo nyelametin usah trsbt indonesia
1429,positif,"Cebong, cebong. Masalah pidato prabowo menyalahkan kita semua tentang arah ekonomi digoreng terus.  Koalisi adil makmur itu negarawan semua, pola pikirnya maju ke depan, klw memang ada yg salah dari dulu, ya harus diperbaiki, bukan diteruskan.",37,"['cebong', 'cebong', 'pidato', 'prabowo', 'salah', 'arah', 'ekonomi', 'goreng', 'koalisi', 'adil', 'makmur', 'negarawan', 'pola', 'pikir', 'maju', 'salah', 'iya', 'baik', 'terus']",-16,negatif,cebong cebong pidato prabowo salah arah ekonomi goreng koalisi adil makmur negarawan pola pikir maju salah iya baik terus
1430,netral,"Tutup Debat, Prabowo Sindir Jokowi Soal Dana Desa, Sandiaga Janji Tak AmbilÂ Gaji  https://www.merdeka.com/politik/tutup-debat-prabowo-sindir-jokowi-soal-dana-desa-sandiaga-janji-tak-ambil-gaji.htmlÂ â€¦ pic.twitter.com/4R0ldqqfBm",15,"['ambil', 'gaji', '']",-10,negatif,ambil gaji 
1431,negatif,Denger tuh pak jae..nanti gaji dari pak Prabowo dan Sandiaga gak akan diambil.. diserahkan kepada fakir miskin dan orang yang tidak mampu ... Gak kayak ente kekayaan nya nambah banyak....,30,"['dengar', 'tuh', 'jae', 'gaji', 'prabowo', 'sandiaga', 'tidak', 'ambil', 'serah', 'fakir', 'miskin', 'orang', 'tidak', 'tidak', 'mirip', 'anda', 'kayan', 'nya', 'tambah']",-44,negatif,dengar tuh jae gaji prabowo sandiaga tidak ambil serah fakir miskin orang tidak tidak mirip anda kayan nya tambah
1432,netral,"Prabowo-Sandi: Kami komit tidak mengambil gaji  ""Allah SWT begitu baik kepada Prabowo-Sandi, Indonesia, memberikan keleluasan kepada kami, kami komit tidak mengambil gaji, kami akan setorkan kepada negara,"" ~@sandiuno~   #TusukPrabowoSandi pic.twitter.com/fsTUsg4WKc",33,"['tidak', 'ambil', 'gaji', 'setor', 'negara', 'sandiuno']",-15,negatif,tidak ambil gaji setor negara sandiuno
1433,netral,Jokowi Jagokan Kawasan Khusus Ekonomi Pariwisata  http://dlvr.it/R2mZW1Â  pic.twitter.com/LOrP3WIhsb,9,"['jokowi', 'jago', 'kawasan', 'khusus', 'ekonomi', 'pariwisata']",6,positif,jokowi jago kawasan khusus ekonomi pariwisata
1434,netral,"Jokowi Memantabkan Ekonomi, Prabowo Salahkan MasaÂ Lalu  https://kanalsatu.info/pilpres-2019/2019/04/14/jokowi-memantabkan-ekonomi-prabowo-salahkan-masa-lalu/Â â€¦ pic.twitter.com/EI9gtAxr5H",9,"['jokowi', 'memantabkan', 'ekonomi', 'prabowo', 'salah', 'masa', '']",-8,negatif,jokowi memantabkan ekonomi prabowo salah masa 
1435,negatif,"Beneran gk akan ambil gaji? Sumpah pocong dulu sblm berjanji, gmn?...ðŸ˜œ",11,"['benar', 'tidak', 'ambil', 'gaji', 'sumpah', 'pocong', 'belum', 'janji', 'bagaimana', 'lidah']",-24,negatif,benar tidak ambil gaji sumpah pocong belum janji bagaimana lidah
1436,negatif,"ga masuk otak lu, pak jokowi nanya ekonomi digital di bidang e sport perputaran uangnya besar hadiah e sport bisa di atas 1M lebih pemerintah mau memungut pajak dari situ.  kalo nonton debat itu perhatiin bos",37,"['tidak', 'masuk', 'otak', 'jokowi', 'ekonomi', 'digital', 'bidang', 'e', 'sport', 'putar', 'uang', 'hadiah', 'e', 'sport', 'perintah', 'mungut', 'pajak', 'situ', 'tonton', 'debat', 'perhati', 'bos']",-22,negatif,tidak masuk otak jokowi ekonomi digital bidang e sport putar uang hadiah e sport perintah mungut pajak situ tonton debat perhati bos
1437,negatif,Tema debat semalam itu tentang PEREKONOMIAN... kenapa paslon01 melenceng nanyain #Mobilelegend & #PUBG  Rakyat  butuh #hargasembakomurah #hargabbmmurah #listrikmurah. Bukan main game? Apa main game gratis? #KapalOlengJendral @prabowo @sandiuno #kuotamahal,31,"['tema', 'debat', 'malam', 'ekonomi', 'paslon', 'lenceng', 'nanyain', 'rakyat', 'butuh', 'main', 'game', 'main', 'game', 'gratis', 'prabowo', 'sandiuno']",6,positif,tema debat malam ekonomi paslon lenceng nanyain rakyat butuh main game main game gratis prabowo sandiuno
1438,negatif,Siap2 inflasi ekonomi kalo semua bahan dimurahin ðŸ˜‚ dikira bahan2 dimurahin adalah jawaban yg tepat?,15,"['inflasi', 'ekonomi', 'bahan', 'dimurahin', 'sedih', 'bahan', 'dimurahin']",-22,negatif,inflasi ekonomi bahan dimurahin sedih bahan dimurahin
1439,negatif,"Gaji boleh ga diambil tp nanti semua perusahaan pribadi untungny berkali2 lipat, mau bikin ap di mudahin ala2 orba kali yah. Sekeluarga jadi kaya melintir.",25,"['gaji', 'tidak', 'ambil', 'usah', 'pribadi', 'untungny', 'kali', 'lipat', 'bikin', 'mudahin', 'ala', 'orba', 'kali', 'ya', 'keluarga', 'kayak', 'melintir']",-25,negatif,gaji tidak ambil usah pribadi untungny kali lipat bikin mudahin ala orba kali ya keluarga kayak melintir
1440,netral,Erizeli Jely Bandaro Admin Â· 9 hrs  Perbedaan sikap dalam debat ( kajian dari debat capres )  Apa yang dimaksud Jokowi dengan istilah makro? Makro itu adalah kebijakan Ekonomi makro atau makroekonomi yang meliat...  https://www.facebook.com/errysober/posts/2701942486487817Â â€¦,38,"['erizeli', 'jely', 'bandaro', 'admin', '', 'bedan', 'sikap', 'debat', 'kaji', 'debat', 'capres', 'jokowi', 'istilah', 'makro', 'makro', 'bijak', 'ekonomi', 'makro', 'makroekonomi', 'liat', '']",19,positif,erizeli jely bandaro admin  bedan sikap debat kaji debat capres jokowi istilah makro makro bijak ekonomi makro makroekonomi liat 
1441,negatif,"Dalam debat @jokowi --melakukan kesalahan fatal--  seharusnya @jokowi juga bilang bahwa harga listrik Indonesia adalah salah satu yg termurah di dunia, ingat bahwa yg nonton acara debat adalah juga rakyat yg wawasannya sedikit, mereka pasti simpati ke Sandi",39,"['debat', 'jokowi', 'salah', 'fatal', 'jokowi', 'bilang', 'harga', 'listrik', 'indonesia', 'salah', 'murah', 'dunia', 'tonton', 'acara', 'debat', 'rakyat', 'wawasanya', 'simpati', 'sandi']",-20,negatif,debat jokowi salah fatal jokowi bilang harga listrik indonesia salah murah dunia tonton acara debat rakyat wawasanya simpati sandi
1442,netral,Junjungannya tahu ekonomi makro main mobile legend deh #YourTurnBro,9,"['junjunganya', 'ekonomi', 'makro', 'main', 'mobile', 'legend', 'deh']",-2,negatif,junjunganya ekonomi makro main mobile legend deh
1443,netral,"Gaji gk di ambil, tp yg di ambil uang negara dan masyarakat",12,"['ambil', 'ambil', 'uang', 'negara', 'masyarakat']",-20,negatif,ambil ambil uang negara masyarakat
