,sentimen,tweet
1288,netral,"Sy pikir persoalan di Indonesia tdk hanya perkara kesenjangan ekonomi dan infrastruktur. Persoalan lainnya yg lbh sederhana, yaitu mengumpulkan semangat dr magnet alami -kasur- di hari Minggu untuk segera mandi. Kemageran itu problem bangsa ini Pak @jokowi"
1289,positif,"Melihat debat capres ke5, rakyat insyaallah akan pilih 02. Prabowo menyatakan ekonomi Indonesia salah arah. Rakyat mengiyakan dalam hati. Mereka belum sejahtera. Itu buktinya.  Rakyat meyakini, dengan begitu,...  https://www.facebook.com/100002930839371/posts/2133007410140266/Â â€¦"
1290,netral,"Prabowo Subianto -Sandiaga Uno Tak Mau Digaji, Berapa Gaji Presiden Sekarang?  https://kamarpolitik.blogspot.com/2019/04/prabowo-subianto-sandiaga-uno-tak-mau.html#.XLKl8NSSXL4.twitterÂ â€¦"
1291,netral,Harta banyak tapi nasib karyawan yg tidak digaji???
1292,negatif,"Beda sama jokowi, dia gk menghargai sby, itulah mengapa sby dukung prabowo, karena dia tidak menghargai pencapaian presiden sebelumnya malah mengklaim dan menyembunyikan fakta yg telah terjadi demi ketamakan dan keserakahan rezim jokowi"
1293,netral,Prabowo-Sandi: 2/3 Kegiatan Ekonomi Keluarga Ditopang oleh Perempuan  http://dlvr.it/R2mh85Â 
1294,positif,Yg dikatakan Pak @prabowo itu benar. Kita semua harus bertanggung jawab. Berulang Pak Prabowo tidak menyalahkan pak @jokowi. Pak Prabowo berani katakan Stategi Ekonomi Kita sudah arah berpuluh2 tahun.
1295,positif,"Mari kita putihkan GBK,Sebagai bentuk kesetiaan pada jokowi Amin,NKRI HARGA MATI"
1296,netral,Ada 5 kepala negara yg tidak mau di gaji dan Prabowo-Sandi ke-6 dan satu2-nya di Asia Tenggara..
1297,positif,"@prabowo @sandiuno #YourTurnBro  Kami menunggu jawaban teriakan suara hati kami, Salam...ana pedagang daging ayam keliling yg di bulan maret ini dikenakan WAJIB PAJAK..."
1298,positif,"Kl sy gk perlu turun harga pak, fasilitas dan peluang2 yg disediakan skrg sudah cukup utk menutupi kenaikan2 yg tk seberapa itu,,, bhkan alhamdulillah tabungan jg makin lumayan kok, Terima kasih pk @jokowi dan tim, #RabuPutih01"
1299,positif,#PrabowoSalahkanSBY Semakin mantap pilih @jokowi. PS bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tp salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya krn bosmu udah bilang itu bukan salah Jokowi.  https://bit.ly/2UyAoiRÂ 
1300,netral,"permasalahan di bawah tentu tak hanya pure kesalahan pusat. makanya pemerintah memberikan jaminan sosial bagi msy yg sebagian2 kecil itu. misal jika bertanya pada sosiolog, bisajadi jawabannya krn faktor individu tsb. penyebab kemiskinan tdk hanya faktor ekonomi"
1301,netral,Fadli Zon Bantah Pernyataan Prabowo Subianto Menyerang SBY soal Ekonomi Negara  http://jateng.tribunnews.com/2019/04/14/fadli-zon-bantah-pernyataan-prabowo-subianto-menyerang-sby-soal-ekonomi-negaraÂ â€¦ lewat @tribunjateng
1302,netral,ya bro .. ekonomi digital memerlukan infrastruktur digital .. kalau tuk sekadar kejar belasan triliun investasi ..  dengan penegakkan kedaulatan data sebetulnya bisa datangkan ratusan triliun investasi untuk infrastruktur digital per tahunnya.  DBS SG Researched
1303,negatif,Kalo aku jd pak SBY udah dr dulu keluar dr koalisi prabowo.. Ngapain koalisi tp tak di anggap.. Kyk ngga punya harga diri saja#PrabowoSalahkanSBY
1304,negatif,Optimis gw kalo ganti presiden. Kalo msh yg ono sih mau optimis gimane org ngomongin ekonomi dia ngomongin mobile legend kan tolol
1305,negatif,Jiahhhh udeh dikerjain sama Pak Jokowi kaliiii.....dan kayanya pinter Pak Jokowi ttg ekonomi digital.Boss kamu maunya yg jadulðŸ˜ƒ
1306,negatif,Ngomongin ekonomi digital dan saat bersamaan promosi kartu2 itu hil yang mustahal ala bola salju api
1307,positif,Tidak tercapai karena tidak mampu. Kemampuan yg dibutuhkan agar ekonomi Indonesia bisa 7% ada pada diri Prabowo-Sandi. Lihat saja latar belakang pendidikan dan pengalamannya dalam bidang ekonomi. Data mana lagi yg engkau dustakan?
1308,negatif,itu tol sepi boss..dan yg lewat tol itu siapa bos.ya jelas yg memiliki mobil pribadi.kalau tidak punya mobil pribadi mau lewat tol pakai apa bos.ekonomi masyarakat dulu di perbaiki bos.baru infrastruktur.
1309,negatif,Tampak jelas bila Prabowo Sandi tidak paham ekonomi  http://negara.TaxÂ  ratio harus dibarengi jg dgn pertumbuhan ekonomi dan PDB. Bila dibandingkan PDB era orba yg berkuasa slm 32 thn msh kalah dgn pdb... https://tirto.id/prabowo-sebut-tax-ratio-orde-baru-lebih-baik-dari-era-jokowi-dl5xÂ â€¦
1310,negatif,Itu dosa Jokowi bkn urusan sy. Persoalannya P S mau menipu rakyat dgn tdk menerima gaji bagi sy sebuah penghargaan u rakyat yg mrk anggap bodoh!
1311,negatif,Menjelma Seperti Donald Trump #Prabowo #sandi Buat Omong Kosong Baru Yaitu Tak Mau Terima Gaji  https://www.ms-room.com/24684Â  #moreshareforum #beritaterkini
1312,positif,Bukan hitungan bulan atau tahun Prabowo-Sandi sudah jadi macan Asia Tenggara karena satu2-nya kepala negara yg tidak mau di gaji.. #PrabowoSandiMenangDebat #tusukprabowosandi
1313,netral,"Sandiaga mengatakan gaji yang seharusnya diterima untuk dia dan Prabowo akan diberikan kepada sejumlah pihak. ""Kami akan menyumbangkan gaji kami untuk negara, kaum yatim, dan juga kaum duafa,"" tutur Sandiaga. https://otonominews.co.id/read/7606/Prabowo-Sandi-Janji-Akan-Sumbangkan-Gaji-untuk-Negara-Yatim-dan-DhuafaÂ â€¦"
1314,positif,Nih pak presiden dan panglima tertinggi yang sebenarnya yg bisa menghargai pendahulunya @SBYudhoyono @prabowo  https://twitter.com/AndiArief__/status/1117262020338831360Â â€¦
1315,positif,"Hmmm, Capres 02 bilang didebat keadaan ekonomi Indonesia saat ini bukan salah @jokowi tapi salah pemimpin2 terdahulu. Jd utk penggemar 02 jangan salahkan Jokowi lagi ya krn bosmu udah bilang itu bukan salah Jokowi.  https://bit.ly/2UyAoiRÂ  #PrabowoSalahkanSBY"
1316,netral,"Om Wowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yg benar akibat ulah Presiden2 sebelum Pak @jokowi.   https://bit.ly/2PbAB5SÂ  #PrabowoSalahkanSBY"
1317,positif,"Hanya sampe disitu modal berdebat prabowo shg terjadi blunder....apresiasi jokowi salahkan presiden sbelumnya....naikkan harga petani/nelayan,turunkan harga di konsumen."
1318,netral,prabowo sandi meyakinkan pertumbuhan ekonomi pangan lebih maju dan berdaulat di kancah international serta bisa mengantar indonesia adil makmur
1319,positif,100% Gaji Presiden dan Wapres di sedekahkan ðŸ˜ðŸ˜  Ayo semua ke TPS...!!  Tusuk Prabowo Sandi !!  #minggudepanPresidenBaru ðŸ˜ðŸ˜  https://www.facebook.com/1627388573/posts/10212206941561882/Â â€¦
1320,negatif,"@prabowo mana ngerti pak??  Karena mewarisi cara2 rezim soeharto dulu.     Pertumbuhan ekonomi,  adalah pertumbuhan uang di kantongnya saja.   Pemerataan?  Bodo amat.   Makanya 72 tahun Indonesia pembangunan msh timpang.   Pertumbuhan ekonomi ala orba ada"
1321,negatif,"LAH EMANGNYA JOKOWI JUGA GK NGAMBIL TUNJANGAN YAH,,,, GAJIH JUGA YAH,,,, NGUTANG SE ABREK, PROYEK TOL JUGA APA GAK MENGHASILKAN UANG SAKU YAH, KAMPANYE BAGI2 DUIT ITU DARIMANA,,, KERJA NYATA EMANGNYA DUIT JOKOWI, JANGANKAN PRESIDEN GW JUGA BISA NGEBANGUN DI MANA2 DENGAN UANG"
1322,positif,"Bener setelah kampanye rakyat membantu sukarela dg menyumbangkan dana buat perjuangan prabowo sandi, insyaAllah setelah jadi gantian gaji mereka disumbangkan seluruhnya utk rakyat tentu setelah dipotong pajak dongðŸ˜"
1323,negatif,"Yang menjelekkan siapa dulu bong?aku akankah baik jika saling menghargai,yapi kenapa selalu menghujat yg beda pklihan,semoga kalo kalian kelaparan ngga disuruh presiden kalian makan dengan mobile legend"
1324,positif,Seharusnya Pak Prabowo ga boleh ngomong seperti itu.. Presiden dari jaman Soekarno sampai Pak SBY itu semua punya jasa besar bagi negara ini...Harus kita hargai jasa2 beliau.
1325,positif,"@jokowi @prabowo pak,siapapun yg jadi presiden,gaji nya ambil saja. Wong itu hak njenengan. Yang penting kerja njenengan pas jadi presiden itu!  https://twitter.com/tempodotco/status/1117254406846631937Â â€¦"
1326,positif,Siapa yg mau bayar gajinya? Wong #jokowi presidennya 2019 -2024ðŸ¤ªðŸ¤ª
1327,positif,PDIP punya karisma tersendiri Melindungi .mengayomi.  Menegakkan keadilan  Memberantas korupsi  Mengutamakan kepentingan umum  Memjunjung tinggi  Idiologi.Pancasila  UUD.45 .NKRI harga mati. Membangun demokrasi  Yang merata. seadil adilnya  Mendukung sepenuhnya Bpk Jokowi Amin.  https://twitter.com/subangkitz/status/1117108056637050880Â â€¦
1328,negatif,"kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk presiden-presiden sebelum Jokowi. Lah, ekonomi Indonesia masa Pak Jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY"
1329,netral,game bagus buat ekonomi gak bagus buat kejiawaan
1330,negatif,Mungkin pak jokowi waktu kuliah di UGM belajar ekonomi pernyungsepan jadi dia terapkan saat jadi presiden.. ternyata terbukti nyungsepnya..
1331,netral,"E-sport emang bisnis besar, tapi lo perhatiin juga negara developer game e-sport itu rata2 pondasi ekonomi kerakyatan negaranya udah bagus.dan kebanyakan dari mereka nggak terlalu membutuhkan dukungan pemerintah sudah bisa membesarkan dirinya. Contoh PRC, Taiwan, Singapore, dll"
1332,negatif,Wkwk kasian banget si loe.. Biar kepilih janjiin dlu ðŸ˜‚ðŸ˜‚ðŸ˜‚ kaga digaji lagi ðŸ˜‚ðŸ˜‚ðŸ˜‚ maksain banget @prabowo @sandiuno https://twitter.com/JKFC23456789/status/1117135677605343232Â â€¦
1333,positif,"....Indah nya ketika ke Venue, bergandengan tangan.... Sangat menghargai yg sepuh... Tapi sayang nya Maju sendiri.... Sedih, tiang sepuh dibegitukan...."
1334,positif,"Berpikirnya masih sebatas micro. Belum mampu berpikir yg macro,,, Ketika beranjak ke macro dy harus jual berapa saham nya. Dari pada harus habis sahamnya makanya om sandi tetap di kelas micro aja.  Jadi belum bisa menandingi ilmu ekonomi nya pak jokowi . #17AprilCoblosJokowiAmin"
1335,positif,"kalau harga pangan akan diturunkan harganya oleh 02,petani,nelayan,peternak akan bangkrut,krn biaya produksi lbh tinggi drpd harga jual.Ayo petani,peternak,nelayan dll,pilih 01 Jokowi Amin, harga2 stabil dan terjangkau,real price..!"
1336,netral,"Prabowo janji kalau jadi Presiden gak akan ambil gaji.  Dia mau mencontoh akhlak 1.400 karyawannya di PT Kiani, yang sudah bertahun-tahun gak ambil gaji juga."
1337,positif,"Kartu pra kerja scr tdk lgsg jokowi mengakui loker emang sulit Kartu sembako murah juga krn jokowi sadar harga pangan pd naik, ngoahahaha"
1338,positif,"Insyaallah kedepan petani lebih sejahteraan sebab jokowi sudah menyediakan segala infastruktur irigasi dan embong diseluruh tanah air, dan bisa menekan import beras, selama era jokowi harga beras sudah stabil, harga bawah 8000, harga atas 13000. Belum ada dalam sejarah bangsa ini"
1339,positif,"Pak Probowo tidak masalah dengan itu semua. Tapi masalah ekonomi, masalah kesejahteraan itu dianggap lebih penting. Dia telah berpihak kepada rakyat.   Mestinya kamu bangga dan ikut pilih Pak Prabowo."
1340,negatif,"Prabowo meminta kita untuk mencontoh negara China, tapi pendukungnya menggoreng isu anti aseng.  SandiwaraUno memandang ekonomi Makro spt ekonomi ibu siska, ibu Cicih, ibu Dedeh...  HRS ..  Stresss dia kak Emma."
1341,netral,Ini Beda Visi Misi Ekonomi Jokowi-Ma'ruf dan Prabowo-Sandi #pilpres2019 #jokowimaruf #prabowosandi https://www.inews.id/finance/makro/ini-beda-visi-misi-ekonomi-jokowi-maruf-dan-prabowo-sandi/515549/?utm_source=Twitter&utm_medium=Social&utm_campaign=socialmediaÂ â€¦
1342,negatif,"Harga diri kampret cuma sebatas kaos ðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜…rela panas2an, macet2an demi bisa hadir dan berfoto di kampanye JokowiðŸ˜…ðŸ˜…ðŸ˜…ðŸ˜… pernah gak kita liat ada cebong hadir dan berfoto di kampanye wowo? NEVER ðŸ–•ðŸ˜€ðŸ˜…ðŸ˜…ðŸ˜…"
1343,positif,"Ini baru mantab ðŸ˜Ž kita butuh pemimpin yg sudah selesai dgn dirinya sendiri, mereka berdua sudah mapan tajir mlintir tdk butuh gaji ðŸ˜†"
1344,negatif,"Jangan percaya dgn janji calon pemimpin yg tidak akan ambil gaji...krn gaji sekarang tdk diambil,tp dgn cara ditransfer ke rekening.Ayo pilih yg menang 01 Jokowi Amin..!"
1345,netral,"Daftar Janji Prabowo-Sandi, Gaji PNS hingga Dirikan KPK Daerah  https://www.jawapos.com/nasional/politik/14/04/2019/daftar-janji-prabowo-sandi-gaji-pns-hingga-dirikan-kpk-daerah/Â â€¦"
1346,netral,"BPN: Prabowo-Sandi akan bangun 1,5 juta rumah untuk pulihkan ekonomi - ANTARA News  https://m.antaranews.com/berita/829567/bpn-prabowo-sandi-akan-bangun-15-juta-rumah-untuk-pulihkan-ekonomiÂ â€¦"
1347,positif,Pak jokowi sudah berusaha agar ekonomi kita maju rakyat sejahtera dengan adanya Dana Desa. Pak probowo dan pak sandi hanya teori saja belum bisa terjun langsung kelapangan.  Capres dan cawapres dari 1 partai. Partai pendukung dikemanakan...  #JokowiDILANjutkanLagi
1348,negatif,"[TOLONG JELASKAN] Kalau SIM dan STNK seumur hidup, pajak dan penghasilan negara diperoleh dari mana ya, Pak? @prabowo"
1349,positif,Dengan niat yang tulus kami relawan di daerah siap menangkan Jokowi-Amin dan menjadikan moment di #MulaiPutihkanGBK sebagai tragedi yang paling berharga bagi bangsa dan Negara. #2019BaliJOIN #2019TetapJokowi
1350,positif,"Jika Prabowo dan Sandiaga jadi presiden dan wakil presiden, mereka akan memberikan gaji mereka kpd kaum dhuafa.  Jika gaji mereka digabungkan, dalam sebulan mereka akan mensedekahkan sebesar hampir 300 juta perbulan atau 3.6 miliar pertahun!  Berapa banyak dhuafa yg terbantu?"
1351,negatif,"Saya mendengar keluh kesah Bapak Supardi di Cilebut, beliau mengeluhkan harga tiket JKT48 yg mahal. Namun itu bukan salah Pak Jokowi, itu salah presiden-presiden sebelumnya."
1352,negatif,Bang.... 5% dr GDP yg dihitung Jokowi ttg penerimaan pajak apa benar 750 T?
1353,positif,"Mbak ini ekonomi yang ditopik jokowi pas itu ekonomi makro, yg dibahas udah derivatif ketiga, udh rata2 laju inflasi uang, bukan sekedar rakyat bisa beli spp ato gk.   Klw mikirnya cuma sandang pangan papan Indonesia kapan majunya."
1354,negatif,"Tp kata pak prabowo kesalahan ekonomi bukan pada jokowi tp kesalahan presiden ssbelum jokowi,  siapa ya presiden sebelum jokowi yg d maksud prabowo?????  Mikir keras"
1355,netral,"Direktur Riset SMRC, Deni Irvani mengatakan, hasil survei juga menemukan beberapa faktor yg mempengaruhi elektabilitas Jokowi. Antara lain kinerja Jokowi, kualitas personal Jokowi, kondisi ekonomi dan keamanan.    https://www.voaindonesia.com/a/survei-smrc-elektabilitas-jokowi-unggul-belasan-persen-dari-prabowo/4873210.htmlÂ â€¦"
1356,positif,"Prabowo Sandi siap bekerja mengabdi pd Rakyat, ini dibuktikan beliau tidak akan menerima gaji serupiahpun.."
1357,negatif,"Menyusun sendi ekonomi itu dari yg kecil dulu mikro, jgn bicara makro, pembangunan jor-joran infastuktur tanpa mempedulikan usaha mikro sama aja bohong, ujung2 nya Import, dan ini yg tidak dilakukan Jokowi selama 4.5 tahun"
1358,positif,"kenapa jokowi berani naikin anggaran infra besar2an, karena anggaran subsidi energi turun besar2an juga, harga minyak dunia sedang turun saat jokowi memimpin, saat yg tepat buat gak manjain rakyat, tanpa anggaran subsidi energi yg turun jokowi mustahil bisa naikin anggaran infra."
1359,negatif,"Prabowo itu ngaku nasionalis tapi salah kaprah, ngomong kegedean mo korban jiwa raga segala, tapi selama ini dia sendiri diam di rumah mewah, dengan kuda-kuda mahal, punya karyawan yang gajinya gak dibayar2   Patriot ndasmulah"
1360,netral,Sandi : TPS (Tusuk Prabowo Sandi) dan Tidak Akan Mengambil Gaji Serupiah-pun..Di dunia cuma ada 5 Kepala negara yg tidak mau di gaji..Prabowo-Sandi yg ke-6 dan satu2-nya di Asia Tenggara..
1361,negatif,"PKS mau bebasin pajak kendaraan, tapi capres nya pengen naikin tax ratio. Pajak mana yg bakal dikorbankan untuk nutupin pembebasan pajak kendaraan ??"
1362,negatif,Mebeeel piyeeee paak.. sepiii raaa? Prabowo menang mebelmu.. mebelku.. kabeh pedagang mebeel rameee dagangane.. ekonomine apik.. wong do tukuu penak.. dodolan mebel jaman jokowii ngeluu siraah.. jaman SBY jooss gandooss...
1363,netral,"Sandi Janji Tak Ambil Gaji, Prabowo: Kita Ingin Mengabdi -  http://siaga.id/2019/04/sandi-janji-tak-ambil-gaji-prabowo-kita-ingin-mengabdi/Â â€¦ pic.twitter.com/DB6pP0AhzB"
1364,netral,"Menang Pilpres 2019, Prabowo-Sandi Janji Tak Ambil Gaji  #17AprilPrabowoPresidenRI https://bisnis.tempo.co/read/1195559/menang-pilpres-2019-prabowo-sandi-janji-tak-ambil-gaji?utm_source=Digital%20Marketing&utm_medium=Twitter&utm_campaign=dlvritÂ â€¦"
1365,negatif,Prabowo bahas ekonomi negara ehh Si Jae malah bahas mobel lejen Suka sedih akutu ): #TusukPrabowoSandi
1366,negatif,"Exactly the same, keluargaku juga bilang gaji gak bakal di naikin lagi buat pns kalo jokowi lagi. Sesungguhnya mereka cuma memikirkan diri sendiri dan hidup mereka, tanpa memikirkan bahwa di Indonesia bukan cuma ada pns. Lalu memakai kata kata ""rakyat Indonesia""."
1367,negatif,Perekonomian hancur gara2 presiden2 terdahulu bukan salah pak pak @jokowi #PrabowoSalahkanSBY pic.twitter.com/VIk1bqUmVb
1368,positif,"Jika negara dipimpin oleh orang yg ahli Strategi Pertahanan Militer bersanding dengan Ahli Ekonomi, INSYA ALLAH....akan terwujud Negara yang Berdaulat, Adil dan Makmur. #17April2019PeoplePower #PrabowoSandiPresiden #2019GantiPresiden"
1369,negatif,"Pantesan dia bilang ""DIA GAMAU AMBIL GAJINYA"" TERNYATA BUAT LUNASIN INI  TOE MA AMANG BAGAK DO HATAMI,ASA UNANG TERSAKITI RAKYAT NA MAMILLIT HO  SALAM WARAS MA SIAN AU JOKOWI 2 PERIODE  https://www.facebook.com/100008022408138/posts/2323942561216468/Â â€¦"
1370,negatif,"Min...blgin pakde mu, makany baca buku yg bermanfaat.....jgn main game mobile legend aja... ga geli lu smalam denger dia ngasih "" kuliah "" ekonomi makro ngasal? ðŸ˜‚"
1371,negatif,"Selama 4,5 tahun pak jokowi persiden tdk melakukan tekanan yg cukup keras me menteri2 ekonomi terutama sri muliani...mestinya tanya menteri2 kenapa bnyk pembangunan infrastruktur triliunan uang dibenamkan...tapi pertumbuhan hanya 5% ?? Saya bisa jawab..  https://twitter.com/detikcom/status/1117106705337409538Â â€¦"
1372,negatif,Anak kecanduan game kok yg disalahin pemerintah. Yg salah hrsny siapa hayoo? Konteks Pak Jokowi bukan kecanduan game. Tapi mau majuin ekonomi skr buanyaakk banget alternatif bidang usahanya. Harusnya walaupun udah emak2 pemahaman konteks n wawasannya tetep dijaga ya Bu..
1373,netral,"Di Dunia cuma ada 5 yg tidak di gaji jadi kepala negara, dan yg ke 6 Prabowo-Sandi... #TusukPrabowoSandi"
1374,netral,Ekonomi makro dan mikro jokowi  pic.twitter.com/WwMldV566C
1375,netral,Prabowo Sebut Ekonomi Indonesia Salah Arah Kesalahan PresidenÂ Terdahulu  https://nawacitapost.com/prabowo-sebut-ekonomi-indonesia-salah-arah-kesalahan-presiden-terdahulu/Â â€¦ pic.twitter.com/BvGQiLiDvt
1376,negatif,Bagaimana menurut anda terkait pernyataan prabowo yg bilang Indonesia harus mencontoh perekonomian di china? Bagaimana analisis underwhat condition-nya? Terus empirical mechanism-nya bagaimana? Temporal location bagaiamana?Mohon dijawab ya siapa tau keluar pas uas wkwkwk
1377,negatif,"Iya tuh,,,  Tp yg lucu cerita ekonomi,,, Makro dan mikro,,  eh pak prabowo gk ngertu blas,,, bang sandi ngerti tp yg di contohin tetep emak2 ,,,,,"
1378,netral,"Prabowo-sandi jika terpilih  gajinya tidak akan di ambil, tapi akan di sumbangkan ke kaum duafa"
1379,positif,"kami para pemain Mobile Legend dan PUBG seindonesia mendukung penuh pak jokowi menjadi presiden e-sport, karena hanya bapak yang peduli pada nasib kami, mudah-mudahan harga diamond, UC, menjadi murah terjangkau oleh...  https://www.facebook.com/zusaronly/posts/10205800802456668Â â€¦"
1380,negatif,"Om Wowo menyebut kesalahan arah ekonomi Indonesia tidak semata salah @jokowi, tetapi juga presiden-presiden sebelumnya.  https://bit.ly/2DgcEp3Â   Wah kacau #PrabowoSalahkanSBY @bocahsosmed @sukangetweet @saaebunglon"
1381,negatif,"The real Duo plonga plongo, ngurus negara mau pake ekonomi mikro kelas rumah tangga. Makanya Mandala Airlines bangkrut, Pabrik kertas di Berau bangkrut juga"
1382,positif,Jokowi Optimis Indonesia Masuk Empat Besar Ekonomi Dunia pada 2045 -  http://rumahberita.id/2019/04/jokowi-optimis-indonesia-masuk-empat-besar-ekonomi-dunia-pada-2045/Â â€¦ pic.twitter.com/7aL4pgAlRS
1383,negatif,"#PrabowoSalahkanSBY Pak @jokowi menjelaskan apa yang telah capres 02 paparkan dalam persoalan keuangan dan Investasi itu sangat membahayakan dan sangat di luar nalar, yang akan mengakibatkan Shock Ekonomi, tentunya kita tidak ingin hal itu terjadi,"
1384,netral,"Pak Wowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yg benar akibat ulah Presiden2 sebelum Pak @jokowi.   https://bit.ly/2PbAB5SÂ  Jokowi tidak bersalah. #PrabowoSalahkanSBY @jokowi tidak bersalah"
1385,netral,"Dalam debat, Om Wowo menilai kegagalan perekonomian saat ini bukan hanya menjadi tanggung jawab capres petahana @jokowi  Wah kacau #PrabowoSalahkanSBY @bocahsosmed @sukangetweet @saaebunglon"
1386,netral,"Harga tiket pesawat yang tinggi,telah mengurungkan banyak niat orang melakukan pencoblosan dimana terdaftar sebagai pemilih,artinya hak suara mereka hilang karena tidak mampu membeli tiket pesawat,sementara tidak bisa melalui jalan darat.@jokowi @BudiKaryaS @kemenhub151"
1387,negatif,"Kata Wowo kesalahan arah ekonomi yang mengakibatkan terjadinya deindustrialisasi adalah salah semua pihak. Termasuk presiden sebelum @jokowi . Lah, ekonomi Indonesia masa Pak @jokowi baik-baik aja tuh. Malah ngehoaks dengan menyalahkan Presiden terdahulu. #PrabowoSalahkanSBY pic.twitter.com/0zS1dmjUly"
1388,negatif,"bapak sumantri dari senayan curhat sama saya, jaman sebelum jokowi presiden, harga pajama drive cuma 50 ribu, sekarang jadi 80 ribu"
1389,negatif,"Pak Sandi, mohon dicatat Pak... keluhan saya Ponidibiar beso2 bapak bisa sampaikan di pidato atau mana2.. saya mengeluh di rejim ini Harga @ROLEX kok naik naik terus, dan persediannya utk type2 tertentu kok kosong trus pak.. dengarkan keluhan Pak Ponidi dan temen2 seIndonesia"
1390,netral,"Ternyata Ini Kelemahan Prabowo dan Sandi, Tak Disangka - Warta Ekonomi  https://www.wartaekonomi.co.id/read223663/ternyata-ini-kelemahan-prabowo-dan-sandi-tak-disangka.htmlÂ â€¦"
1391,negatif,@Ferdinand_Haean kami iba SBY tidak di hargai oleh prabowo..kami rakyat saja begitu menghargai beliau krn telah memimpin bangsa ini selama 10 tahun tentunya banyak hal yg sdh di lakukan terhadap bangsa ini..tak akan ada anak buah yg tidak marah jika bosny
1392,netral,Pengusaha Puji Kinerja Ekonomi di Era Jokowi #01IndonesiaMaju #KerjaNyataJokowi https://economy.okezone.com/read/2019/04/11/320/2042231/pengusaha-puji-kinerja-ekonomi-di-era-jokowiÂ â€¦
1393,netral,"Wowo dalam debat mengatakan, orientasi ekonomi Indonesia tidak berada di jalur yang benar akibat ulah Presiden2 sebelum Pak @jokowi.  https://bit.ly/2PbAB5SÂ  #PrabowoSalahkanSBY"
1394,negatif,Gaji kecil gadiambil tp tunjangan milyaran/bln diambil kan MUNAFIK Jd Pres bisa KKN Monopoli Markup u lunasin utng Petusahaan Wo rugi 14T uno saratoga rugi 6T Urus Perusahaan sj rugi ntar urus Neg Punah #02menangRadikalOrbaAsengBerkuasa #WoWinPANCASiLAvsKilafahWAR #WoWinIndPunah pic.twitter.com/S0mpVULJDE
1395,positif,Sudah terbukti di wagub DKI gaji gak diambil..... Emang debat jualan bakso anaknya diangkat...... Saham games juga diangkat. Emang rakyat kenyang main games.... Kocak betul kelas presiden
1396,negatif,"Jdi bung @RachlanNashidik , ekonomi indonesia hancur itu ulah SBY ya, bkn Jokowi. SBY dua periode tdk mampu mmbuat rakyat sejahtera.. Ekonomi bobrok...itu kata pk Prabowo yg dismpaiknnya penuh semgat. #jgnpilihdemokrat"
1397,netral,"Ketua TKN @jokowi @KHMarufAmin_ Erick Thohir, menyayangkan pernyataan calon oposisi Om Wowo yang menyalahkan para presiden sebelum Jokowi soal perekonomian negara.  Wah kacau #PrabowoSalahkanSBY @bocahsosmed @sukangetweet @saaebunglon"
1398,positif,Gaji prabowo dan sandi akan disumbangkan... Inilah pemimpin  #2019GantiPresiden
1399,negatif,Ketika petinggi partai demokrat menerima kenyataan hinaan prabowo terhadap SBY itu pertanda SBY sdh tidak di hargai oleh kadernya dan marwah Partai Demokrat jatuh tersungkur dan mencederai perjuangan demokrat  https://twitter.com/SalmaBrecht/status/1117124674020753408Â â€¦
1400,netral,"Jokowi-Prabowo Takut Blunder, Masalah Ekonomi Tak Terkupas #DebatPilpres2019 #DebatTerakhirPilpres2019 http://cnn.id/386178?utm_source=twitter&utm_medium=oa&utm_content=cnnindonesia&utm_campaign=cmssocmedÂ â€¦"
1401,positif,Sy paham maksuf pak @prabowo  Dia tdk bermaksud untuk serang pak @SBYudhoyono  Dia hny menyampaikan bhw strategi ekonominya hrs dirubah dr sistem lama . Masa sby pertumbuhan bagus itu lbh diaebabkan sby py posisi kuat secara politik sehingga keepmimpinannya masih efektif n stabil
1402,netral,"Kalau Terpilih, Prabowo-Sandi Tidak akan Pernah Ambil Gaji  https://www.idntimes.com/news/indonesia/santi-dewi/kalau-terpilih-presiden-prabowo-sandiaga-tidak-ambil-gajiÂ â€¦ via @idntimes"
1403,positif,Apa bisa dengar lae poltak kan kupingnya sudah di potong. Uups janji palsu   Debat semalam membuktikan yang cerdas dan ikhlas untuk negara ini siapa.   Prabowo Sandi kalau terpilih gajinya buat Rakyat.
1404,negatif,"Kenaikan gaji kalian dirapel besok, cuma naik 5% itupun hanya sekali selama 4,5 tahun Rezim Dungu berkuasa, sementara akumulasi inflasi selama 4,5 tahun itu 13 %, jadi kenaikan gaji kalian masih tekor 13%-4,5%=8,5%... demikian info dari Jeng Sri ðŸ˜‚"
1405,positif,Ahaha dikuliahin pakde ekonomi makro....
1406,positif,Sdh seharusnya.. Kok malah duluan aku ya memutuskan memilih jokowi dgn seorang yg tahu banyak tentang ekonomi  Indonesia??
